广东省新型研发机构名单,教育科技,年度,新型研发机构、新型科研组织,全省,2017-10-24,2017-10-24,45,119,完全开放
广东省专业镇名单,教育科技,年度,专业镇、特色产业、区域经济,全省,2017-10-24,2017-10-24,47,123,完全开放
农村科技领域立项信息,教育科技,年度,农村科技领域、立项,全省,2017-10-24,2017-10-24,37,110,完全开放
广东省自然科学基金立项信息,教育科技,年度,自然科学基金、立项,全省,2017-10-23,2017-10-23,42,107,完全开放
广东省省级环境信用评价企业名单,资源环境,年度,环境信用 企业 名单,广东省,2017-10-20,2017-10-20,102,167,完全开放
政府购买环境监测服务机构信息,资源环境,不定时更新,政府购买 环境监测 机构,广东省,2017-10-20,2017-10-20,106,387,完全开放
污染源企业信用信息,资源环境,年度,重点 污染源 环境 信用,广东省,2017-10-20,2017-10-20,61,62,完全开放
危险废物经营许可证信息,资源环境,月度,危险废物 许可证,广东省,2017-10-20,2017-10-20,238,339,完全开放
使用消耗臭氧层物质（ODS）企业信息,资源环境,不定时更新,ODS 企业,广东省,2017-10-20,2017-10-20,36,113,完全开放
广东省集中式污水处理厂信息,资源环境,不定时更新,集中式 污水厂,全省,2017-10-20,2017-10-20,127,308,完全开放
自贸试验区内资企业注册资本总额,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、内资企业注册资本总额,全省,2017-09-27,2017-12-13,32,91,完全开放
自贸试验区外商投资企业数量,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、外商投资企业数量,全省,2017-09-27,2017-12-13,30,92,完全开放
自贸试验区外商投资企业实际利用外资金额,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、外商投资企业实际利用外资金额,全省,2017-09-27,2017-12-13,25,78,完全开放
自贸试验区进出口总额,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、进出口总额,全省,2017-09-27,2017-12-13,31,157,完全开放
自贸试验区出口额,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、出口额,全省,2017-09-27,2017-12-13,31,161,完全开放
自贸试验区进口额,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、进口额,全省,2017-09-27,2017-12-13,25,152,完全开放
自贸试验区新注册金融企业数量,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、新注册金融企业数量,全省,2017-09-27,2017-12-13,31,80,完全开放
自贸试验区持牌金融机构数量,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、持牌金融机构数量,全省,2017-09-27,2017-12-13,29,85,完全开放
自贸试验区银行业金融机构数量,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、银行业金融机构数量,全省,2017-09-27,2017-12-13,22,87,完全开放
自贸试验区证券业金融机构数量,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、证券业金融机构数量,全省,2017-09-27,2017-12-13,21,72,完全开放
自贸试验区保险业金融机构数量,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、保险业金融机构数量,全省,2017-09-27,2017-12-13,23,51,完全开放
自贸试验区金融相关服务企业数量,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、金融相关服务企业数量,全省,2017-09-27,2017-12-13,31,52,完全开放
自贸试验区融资租赁企业数量,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、融资租赁企业数量,全省,2017-09-27,2017-12-13,26,46,完全开放
自贸试验区商业保理企业数量,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、商业保理企业数量,全省,2017-09-27,2017-12-13,26,45,完全开放
自贸试验区境外投资项目数量,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、境外投资项目数量,全省,2017-09-27,2017-12-13,40,52,完全开放
自贸试验区境外投资项目中方协议投资额,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、境外投资项目中方协议投资额,全省,2017-09-27,2017-12-13,27,52,完全开放
自贸试验区新设香港投资企业数量,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、新设香港投资企业数量,全省,2017-09-27,2017-12-13,35,53,完全开放
自贸试验区新设澳门投资企业数量,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、新设澳门投资企业数量,全省,2017-09-27,2017-12-13,35,55,完全开放
自贸试验区内资企业数量,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、内资企业数量,全省,2017-09-27,2017-12-13,30,52,完全开放
自贸试验区新设企业数量,经济建设,月度,自贸试验区、广州南沙新区片区、深圳前海蛇口片区、珠海横琴新区片区、新设企业数量,全省,2017-09-27,2017-12-13,49,60,完全开放
广东省环境影响评价机构信息,资源环境,不定时更新,环境影响评价、机构,广东省,2017-09-19,2017-10-20,90,259,完全开放
广东省环境行政处罚信息,资源环境,年度,环境 行政处罚,广东省,2017-09-19,2017-09-19,559,312,完全开放
实验动物使用许可信息,教育科技,不定时更新,实验动物；使用许可；,广东省全省,2017-09-15,2017-09-15,54,290,完全开放
实验动物生产许可信息,教育科技,不定时更新,实验动物；生产许可；,广东省全省,2017-09-15,2017-09-15,50,229,完全开放
广东省院士工作站名单,教育科技,年度,两院院士、省院合作、产学研合作平台,广东省全省,2017-09-14,2017-09-14,139,577,完全开放
广东省机动车排气检测机构信息,资源环境,不定时更新,机动车 排气检测 机构,广东省,2017-09-05,2017-09-19,45,179,完全开放
广东省环境违法企业黑名单信息,资源环境,不定时更新,环境违法 黑名单,广东省,2017-09-05,2017-10-20,51,207,完全开放
广东省环保机构信息,资源环境,不定时更新,环保 机构,广东省,2017-09-05,2017-09-05,85,173,完全开放
融资担保行业发展与监管数据,经济建设,年度,融资担保.行业发展.监管数据,广东全省,2017-09-04,2017-09-04,84,491,完全开放
广东小额贷款公司年度统计数据,经济建设,年度,年度.统计.小额贷款,广东省,2017-08-12,2017-08-17,194,626,完全开放
广东融资性担保公司年度统计数据,经济建设,年度,融资性担保.统计,广东省,2017-08-12,2017-08-17,70,359,完全开放
P2P网贷平台 网贷数据,经济建设,不定时更新,网贷数据,广州,2017-08-12,2017-08-17,3329,542,完全开放
广东省小额贷款公司名单,经济建设,月度,广东省小额贷款公司名单,广东,2017-08-12,2017-08-17,282,358,完全开放
融资性担保公司名单,经济建设,月度,融资性担保公司查询,广东,2017-08-12,2017-08-17,358,283,完全开放
广东省金融办行政许可信息,经济建设,月度,金融办行政许可事项,广东,2017-08-12,2017-09-27,88,205,完全开放
广东省小额贷款公司风险补偿资金安排表,经济建设,年度,小额贷款.年度.统计.补偿.风险,广东省,2017-08-12,2017-08-17,65,212,完全开放
广东省扶持金融产业发展专项资金安排表,经济建设,年度,扶持金融产业.安排表,广东省,2017-08-12,2017-08-17,100,226,完全开放
金融图书“金羊奖”获奖图书名单,社会发展,年度,金羊奖,广东省,2017-08-12,2017-08-17,259,644,完全开放
中国民间融资（广州）价格指数(CFI),经济建设,月度,民间融资,广州,2017-08-12,2017-08-12,4053,209,完全开放
小额贷款市场平均利率%,经济建设,月度,小额贷款,广州,2017-08-12,2017-08-17,2983,164,完全开放
融资担保市场平均费率%,经济建设,月度,融资担保市场平均费率,广州,2017-08-12,2017-08-12,2828,156,完全开放
广东金融高新区股权交易中心挂牌企业名单,经济建设,月度,广东金融高新区股权交易中心挂牌企业名单,广东,2017-08-12,2017-08-12,68,173,完全开放
广州股权交易中心挂牌企业名单,经济建设,月度,广州股权交易中心挂牌企业名单,广州,2017-08-12,2017-08-12,71,164,完全开放
前海股权交易中心挂牌企业名单,经济建设,月度,前海股权交易中心挂牌企业名单,前海,2017-08-12,2017-08-12,62,189,完全开放
深圳证券期货市场概况,经济建设,月度,深圳证券期货市场概况,深圳,2017-08-12,2017-08-17,1637,138,完全开放
深圳保险业数据,经济建设,月度,深圳保险业数据,深圳,2017-08-12,2017-08-17,1310,239,完全开放
广东辖区（不含深圳）证券期货市场概况,经济建设,月度,广东辖区（不含深圳）证券期货市场概况,广东,2017-08-12,2017-08-17,1751,150,完全开放
广东省金融机构外汇存贷款主要项目表,经济建设,不定时更新,外汇存贷款,广州,2017-08-12,2017-08-17,510,154,完全开放
广东（不含深圳）保险业数据,经济建设,月度,广东（不含深圳）保险业数据,广东,2017-08-12,2017-08-17,1687,236,完全开放
广东省金融机构人民币存贷款主要项目表,经济建设,不定时更新,人民币存贷款,广州,2017-08-12,2017-08-17,484,142,完全开放
广东省金融机构本外币存贷款主要项目表,经济建设,不定时更新,本外币存贷款,广州,2017-08-12,2017-08-17,471,124,完全开放
广东省食品药品飞行检查情况通报信息,卫生健康,不定时更新,食品药品、飞行检查,广东省,2017-06-26,2017-06-26,74,584,完全开放
广东省医疗器械质量公告,公共安全,不定时更新,医疗器械、质量、检查,广东省,2017-06-26,2017-06-26,74,337,完全开放
广东省药品抽检信息,卫生健康,不定时更新,药品、检查,广东省,2017-06-26,2017-06-26,86,345,完全开放
广东省食品抽检信息,卫生健康,不定时更新,食品、检查,广东省,2017-06-26,2017-06-26,44,299,完全开放
餐饮服务从业人员健康检查机构名单查询,机构团体,不定时更新,餐饮、从业人员、健康、检查机构,广东省,2017-06-26,2017-06-26,117,390,完全开放
广东省化妆品生产企业,卫生健康,不定时更新,化妆品、生产,广东省,2017-06-26,2017-06-26,114,302,完全开放
药品批发（零售连锁）企业GSP认证企业库,卫生健康,不定时更新,药品、批发、GSP、零售,广东省,2017-06-26,2017-06-26,107,292,完全开放
境外委托加工药品备案,卫生健康,不定时更新,境外委托、药品、加工,广东省,2017-06-26,2017-06-26,61,251,完全开放
特殊药品企业库,卫生健康,不定时更新,特殊药品、企业,广东省,2017-06-26,2017-06-26,125,263,完全开放
放射性药品使用单位,卫生健康,不定时更新,放射性、药品,广东省,2017-06-26,2017-06-26,67,258,完全开放
医疗机构制剂室,卫生健康,不定时更新,医疗、制剂,广东省,2017-06-26,2017-06-26,79,185,完全开放
药品生产企业,卫生健康,不定时更新,药品、生产企业,广东省,2017-06-25,2017-06-25,192,676,完全开放
广东省药品零售连锁企业库,卫生健康,不定时更新,药品、零售、连锁企业,广东省,2017-06-25,2017-06-25,187,700,完全开放
广东省药品批发企业库,卫生健康,不定时更新,药品、批发,广东省,2017-06-25,2017-06-25,164,739,完全开放
广东省医疗器械注册证（三类）,公共安全,不定时更新,医疗器械、注册证、类型,广东省,2017-06-25,2017-06-25,73,239,完全开放
广东省医疗器械注册证（二类）,公共安全,不定时更新,医疗器械、注册证、类型,广东省,2017-06-25,2017-06-25,149,693,完全开放
医疗器械生产企业（二、三类）,公共安全,不定时更新,医疗器械、生产、类型,广东省,2017-06-25,2017-06-25,411,667,完全开放
食品生产（保健食品）企业,卫生健康,不定时更新,食品、保健品、生产,广东省,2017-06-25,2017-06-25,157,687,完全开放
药学技术人员备案查询,卫生健康,不定时更新,药学、技术人员、药品,广东省,2017-06-22,2017-06-22,0,551,完全开放
餐饮服务从业人员健康证明查询,卫生健康,不定时更新,餐饮、从业人员、健康证明,广东省,2017-06-22,2017-06-22,0,500,完全开放
非正常户认定信息,机构团体,年度,非正常户、纳税、认定解除,广东省,2017-02-17,2017-02-17,0,701,完全开放
地税税务登记信息,机构团体,年度,地税、税务登记、验换证、行业,广东省,2017-02-17,2017-02-17,0,705,完全开放
广东省行政处罚信息,公共安全,不定时更新,行政处罚、处罚结果、处罚机关,广东省,2017-02-17,2017-02-17,0,1186,完全开放
机动车登记证信息,公共安全,不定时更新,机动车、登记证,广东省,2017-02-17,2017-02-17,0,4401,完全开放
非正常户信息,机构团体,不定时更新,非正常户、纳税、认定解除,广东省,2017-02-17,2017-02-17,0,410,完全开放
税务登记验证、换证信息,机构团体,不定时更新,税务、验换证、纳税,广东省,2017-02-17,2017-02-17,0,485,完全开放
注销税务登记信息,经济建设,不定时更新,国税、注销税务、注销机关,广东省,2017-02-17,2017-02-17,0,450,完全开放
水路运输许可证信息,道路交通,不定时更新,水路运输、许可证,广东省,2017-02-17,2017-02-17,0,686,完全开放
广东省科技项目信息,教育科技,不定时更新,科技项目、承担、审批,广东省,2017-02-17,2017-02-17,0,998,完全开放
广东省科学技术奖,教育科技,不定时更新,科技、进步奖、获奖,广东省,2017-02-17,2017-02-17,0,944,完全开放
高新技术企业认定信息,教育科技,不定时更新,高新技术、认定,广东省,2017-02-17,2017-02-17,0,953,完全开放
零售药店基本信息,卫生健康,不定时更新,药店、药品、经营许可,广东省,2017-02-17,2017-02-17,0,1037,完全开放
地方标准批准发布信息,教育科技,不定时更新,地方标准、标准号、实施,广东省,2017-02-17,2017-02-17,0,876,完全开放
产品质量检验机构验收（授予）证书信息,机构团体,不定时更新,资质认定、验收,广东省,2017-02-17,2017-02-17,0,806,完全开放
经营第二类监控化学品审批行政许可信息,公共安全,月度,项目名称﹑许可内容﹑行政相对人﹑许可机关,广东省,2017-01-16,2017-01-16,161,1208,完全开放
广东专利奖获奖单位信息,教育科技,年度,专利、获奖,全省,2016-10-24,2016-10-24,573,1964,完全开放
重大税收违法案件信息（广东省国家税务局）,经济建设,月度,税收违法、重大案件、法律依据、处理处罚情况,全省,2016-10-24,2016-10-24,405,1458,完全开放
广东省知识产权强企,机构团体,年度,产权优势、表彰文号、知识产权,全省,2016-10-24,2016-10-24,251,1370,完全开放
广东省食品药品违法违规企业黑名单,卫生健康,年度,食品药品、违法违规、生产许可,全省,2016-10-24,2016-10-24,207,1246,完全开放
企业环境信用评价结果信息—红牌,资源环境,年度,环境、评价、红牌,全省,2016-10-24,2016-10-24,278,1631,完全开放
机构文化市场行政处罚信息,公共安全,年度,处罚、文化市场、依据、结果,全省,2016-10-24,2016-10-24,239,1010,完全开放
机构荣誉信息,机构团体,年度,机构单位、荣誉称号、表彰,全省,2016-10-24,2016-10-24,200,1076,完全开放
企业环境信用评价结果信息-绿牌,资源环境,年度,企业环保信用等级，红牌，绿牌,全省,2016-10-24,2016-10-24,202,808,完全开放
广东省政府质量奖获奖单位信息,机构团体,年度,政府质量、获奖名单,全省,2016-10-22,2016-10-22,175,1170,完全开放
重大税收违法案件信息（广东省地方税务局）,经济建设,月度,税收违法、重大案件、法律依据、处理处罚情况,全省,2016-10-21,2016-10-24,195,627,完全开放
个人文化市场行政处罚信息,公共安全,年度,处罚、文化市场、依据、结果,全省,2016-10-21,2016-10-21,158,1067,完全开放
个人荣誉信息,机构团体,年度,荣誉称号、表彰,全省,2016-10-21,2016-10-21,150,1180,完全开放
广东省“守合同重信用”公示企业信息,机构团体,年度,合同、守重、法定代表人,全省,2016-10-20,2016-10-20,241,1038,完全开放
企业欠税信息,经济建设,不定时更新,欠税、征收、企业类型,全省,2016-10-20,2016-10-20,702,701,完全开放
纳税信用A级名单,机构团体,年度,纳税、税务、A级,全省,2016-10-20,2016-10-20,424,1149,完全开放
列入广东省售电公司目录的企业名单,经济建设,不定时更新,售电公司﹑企业名单,全省,2016-10-10,2016-10-10,222,1256,完全开放
广东省机器人骨干（培育）企业名单,经济建设,不定时更新,机器人﹑骨干企业﹑培育企业,全省,2016-10-10,2016-10-10,198,1307,完全开放
广东省互联网与工业融合创新试点名单,经济建设,不定时更新,互联网﹑工业﹑融合创新,全省,2016-10-10,2016-10-10,184,1220,完全开放
广东省供应链管理拟试点企业名单,经济建设,不定时更新,供应链管理﹑试点企业,全省,2016-10-10,2016-10-10,215,1173,完全开放
广东省文化许可类信息,经济建设,年度,文化许可、许可内容、决定文书号,全省,2016-10-08,2016-10-08,306,1489,完全开放
省发证矿山地质环境保护与恢复治理方案审查,资源环境,不定时更新,矿山、地质环保、恢复治理,全省,2016-09-29,2016-09-29,190,720,完全开放
测绘资质行政许可公示,资源环境,月度,资质单位名称，申请内容，拟核准内容,全省,2016-09-29,2016-09-29,165,669,完全开放
省管权限建设用地征收土地、农地转用审核,资源环境,不定时更新,城镇建设用地，农用地转用方案，征收土地方案，补充耕地方案,全省,2016-09-29,2016-09-29,149,621,完全开放
省管权限土地利用总体规划修改审查及备案,资源环境,不定时更新,权限、土地利用、规划修改,全省,2016-09-29,2016-09-29,186,653,完全开放
省管权限建设项目用地预审核准,资源环境,不定时更新,项目用地.建设用地，预审意见,全省,2016-09-29,2016-09-29,169,544,完全开放
文化场馆出行指数,文化休闲,不定时更新,出行指数，广东，文化厅,广东省,2016-09-28,2017-04-20,591,6161,完全开放
国有建设用地供地计划,资源环境,年度,县区、合计、公共管理与公共服务用地、住房用地,全省,2016-09-28,2016-09-28,219,738,完全开放
国有建设用地成交公示,资源环境,不定时更新,宗地编号、地块位置、土地用途、受让单位,全省,2016-09-28,2016-09-28,173,667,完全开放
国有建设用地出让公告,资源环境,不定时更新,宗地总面积、宗地坐落、土地用途明细、挂牌开始时间、挂牌截止时间,全省,2016-09-28,2016-09-28,150,619,完全开放
广东省文化活动场次信息,文化休闲,不定时更新,广东，出行指数，文化厅,广东省,2016-09-28,2017-04-20,369,1230,完全开放
矿产勘查资源储量成果信息备案,资源环境,不定时更新,矿种类型 勘查单位 勘查资质 矿产资源储量规模,全省,2016-09-27,2016-09-27,418,615,完全开放
建设项目压覆矿产资源审批登记,资源环境,不定时更新,压覆矿区名称 压覆矿种 压覆范围（坐标、地理位置）,全省,2016-09-27,2017-06-05,182,581,完全开放
关于颁发勘查许可证的公告,资源环境,不定时更新,探矿权人 勘查单位 勘查面积,全省,2016-09-27,2017-04-20,257,527,完全开放
采矿权审批登记公告,资源环境,不定时更新,矿山名称，采矿权人，开采主矿种，矿区面积，矿山企业地址,全省,2016-09-27,2017-06-05,177,443,完全开放
地图审核统计,道路交通,不定时更新,图名，送审单位，审核结果，地图内容审查书，用途,全省,2016-09-27,2017-06-05,139,783,完全开放
原油仓储经营资格审核行政许可信息,资源环境,月度,项目名称﹑许可内容﹑行政相对人﹑许可机关,全省,2016-09-26,2016-09-26,154,667,完全开放
原油销售经营资格审核行政许可信息,资源环境,月度,项目名称﹑许可内容﹑行政相对人﹑许可机关,全省,2016-09-26,2016-09-26,111,658,完全开放
2016年农业主导品种,资源环境,年度,品种名称、审定编号、审定情况,全省,2016-09-24,2016-09-24,159,633,完全开放
非遗专题片信息,文化休闲,年度,非遗、专题,省文化厅,2016-09-24,2016-09-24,184,1110,完全开放
广东省博物馆珍贵藏品目录,文化休闲,年度,博物馆、珍藏、藏品,省博物馆,2016-09-24,2017-05-31,452,1049,完全开放
广东省博物馆图书出版目录,文化休闲,年度,博物馆、图书、出版,省博物馆,2016-09-24,2016-09-24,170,961,完全开放
广东省博物馆历年展览目录,文化休闲,年度,历年、展览、博物馆,省博物馆,2016-09-24,2016-09-24,139,1005,完全开放
广东美术馆人文图书馆书目,文化休闲,年度,美术、人文图书、书目,省美术馆,2016-09-24,2016-09-24,185,1094,完全开放
广东省美术馆典藏名录,文化休闲,年度,美术馆、典藏,全省,2016-09-24,2016-09-24,2041,1000,完全开放
广东省美术馆名录,机构团体,年度,美术馆、名称、地市,全省,2016-09-24,2017-04-20,249,1161,完全开放
2016年农业主推技术,教育科技,年度,技术名称、技术要点、单位信息,全省,2016-09-24,2016-09-24,184,962,完全开放
广东省水稻、玉米审定品种信息,资源环境,年度,水稻、玉米、品种审定,全省,2016-09-24,2016-09-24,299,627,完全开放
蚕种生产经营许可证信息,资源环境,年度,蚕种、生产、经营,全省,2016-09-24,2016-09-24,455,515,完全开放
植物检疫行政许可审批信息,卫生健康,年度,植物检疫、农产品、行政许可,全省,2016-09-24,2016-09-24,284,948,完全开放
农产品质量安全检测机构考核信息,机构团体,年度,农产品、质量安全、机构检测,全省,2016-09-24,2016-09-24,411,1038,完全开放
农药广告许可审批信息,经济建设,年度,农药、广告、编号,全省,2016-09-24,2016-09-24,535,1084,完全开放
省核准的外商限制类技术改造项目核准行政许可信息,经济建设,月度,项目名称﹑许可内容﹑行政相对人﹑许可机关,全省,2016-09-24,2016-09-24,141,1049,完全开放
广东图书馆目录,机构团体,年度,图书馆、名称、地市,全省,2016-09-24,2017-04-20,210,1190,完全开放
省管技术改造投资项目招标核准行政许可信息,经济建设,月度,项目名称﹑许可内容﹑行政相对人﹑许可机关,全省,2016-09-24,2016-09-24,163,1091,完全开放
广东博物馆目录,机构团体,年度,博物馆、名称、地市,全省,2016-09-24,2017-04-20,443,1123,完全开放
广东省文化馆名录,机构团体,年度,文化场馆、名称、地市,全省,2016-09-24,2016-09-24,181,1009,完全开放
广东省非物质文化遗产名录,文化休闲,年度,非遗、名录,全省,2016-09-24,2016-09-24,244,1139,完全开放
监控化学品生产特别许可审核行政许可信息,公共安全,月度,项目名称﹑许可内容﹑行政相对人﹑许可机关,全省,2016-09-24,2016-09-24,175,939,完全开放
广东省文化专业技术人员继续教育专业课目录,教育科技,年度,课程、讲师、继续教育,全省,2016-09-24,2016-09-24,176,1097,完全开放
广东省流动图书馆名录,文化休闲,年度,图书馆、流动馆,全省,2016-09-24,2016-09-24,265,1116,完全开放
监控化学品生产设施建设初审行政许可信息,公共安全,月度,项目名称﹑许可内容﹑行政相对人﹑许可机关,全省,2016-09-24,2016-09-24,182,1093,完全开放
监控化学品进出口业务审核行政许可信息,公共安全,月度,项目名称﹑许可内容﹑行政相对人﹑许可机关,全省,2016-09-24,2016-09-24,332,988,完全开放
供电营业许可证审批行政许可信息,资源环境,月度,项目名称﹑许可内容﹑行政相对人﹑许可机关,全省,2016-09-22,2016-09-22,271,537,完全开放
一类、二类机动车维修企业,道路交通,不定时更新,汽修、一类、二类,全省,2016-09-21,2016-09-21,318,994,完全开放
水运企业信息,道路交通,不定时更新,水运、驾驶员、管理员,全省,2016-09-21,2016-09-21,391,708,完全开放
客运站基本信息,道路交通,不定时更新,客运站,全省,2016-09-21,2016-09-21,185,1020,完全开放
营运客车信息,道路交通,不定时更新,客车、车牌号、颜色,全省,2016-09-21,2016-09-21,561,827,完全开放
交通违法案件,道路交通,不定时更新,运政、路政、港口、航道、水路运政违法案件,全省,2016-09-21,2017-06-06,271,955,完全开放
机动车驾驶员培训机构企业,道路交通,不定时更新,机动车、培训、驾驶员,全省,2016-09-21,2017-06-06,254,680,完全开放
高速公路救援,道路交通,不定时更新,高速公路、救援、路段,全省,2016-09-21,2016-09-21,122,770,完全开放
港口基本信息,道路交通,不定时更新,港口、管理部门,全省,2016-09-21,2016-09-21,298,687,完全开放
服务区基本信息,道路交通,不定时更新,服务区、高速公路,全省,2016-09-21,2016-09-21,123,745,完全开放
广东美术馆丛书系列目录,文化休闲,年度,美术丛书、出版,广东省美术馆,2016-09-21,2016-09-21,190,928,完全开放
高速公路通行费费率,道路交通,不定时更新,高速公路、通行费,全省,2016-09-21,2016-09-21,168,603,完全开放
道路危险货物运输企业,道路交通,不定时更新,道路、危险物品、运输,全省,2016-09-21,2016-09-21,239,460,完全开放
广东美术馆历年展览目录,文化休闲,年度,美术、展览、展期、作者,省美术馆,2016-09-21,2016-09-21,152,1114,完全开放
道路货物运输企业,道路交通,不定时更新,道路、货物、运输,全省,2016-09-21,2016-09-21,233,395,完全开放
稀有剧种多媒体数据库信息,文化休闲,年度,剧种、多媒体、数据库,全省,2016-09-21,2016-09-21,526,1091,完全开放
道路旅客运输企业,道路交通,不定时更新,道路、旅客、运输,全省,2016-09-21,2016-09-21,372,934,完全开放
国有建设用地供应结果,资源环境,不定时更新,项目名称、项目位置、面积(公倾)、土地用途,全省,2016-09-21,2016-09-21,195,1081,完全开放
收费站基本信息,道路交通,不定时更新,收费站,全省,2016-09-07,2016-09-07,196,1091,完全开放
交通建设项目基本信息,经济建设,不定时更新,交通、建设单位、竣工,全省,2016-09-07,2016-09-07,116,1158,完全开放
营运船舶信息,道路交通,不定时更新,船舶,全省,2016-09-07,2017-04-20,377,1079,完全开放
出租汽车企业,道路交通,不定时更新,出租车、经营许可证,全省,2016-09-07,2016-09-07,463,1101,完全开放
南粤文化遗产数据库（古建筑）,资源环境,年度,南粤、文化遗产、古建筑,全省,2016-09-02,2016-09-02,247,1087,完全开放
农药生产批准证书审核行政许可信息,资源环境,月度,项目名称﹑许可内容﹑行政相对人﹑许可机关,全省,2016-08-30,2016-08-30,456,1015,完全开放
民用爆炸物品销售行政许可信息,公共安全,月度,项目名称﹑许可内容﹑行政相对人﹑许可机关,全省,2016-08-30,2016-08-30,462,1388,完全开放
民用爆炸物品安全生产行政许可信息,公共安全,月度,项目名称﹑许可内容﹑行政相对人﹑许可机关,全省,2016-08-30,2016-08-30,531,983,完全开放
种子生产许可证信息,资源环境,月度,企业名称﹑许可证编号、种子生产,全省,2016-08-30,2016-08-30,283,1132,完全开放
开办农药生产企业审核行政许可信息,资源环境,月度,项目名称﹑许可内容﹑行政相对人﹑许可机关,全省,2016-08-30,2016-08-30,400,983,完全开放
技术改造项目节能审查行政许可信息,经济建设,月度,项目名称﹑许可内容﹑行政相对人﹑许可机关,全省,2016-08-30,2016-08-30,253,1108,完全开放
种子经营许可证信息,资源环境,月度,企业名称﹑许可证编号、种子经营,全省,2016-08-30,2016-08-30,336,1005,完全开放
成品油批发经营资格审核行政许可信息,资源环境,月度,项目名称﹑许可内容﹑行政相对人﹑许可机关,全省,2016-08-30,2016-08-30,428,1176,完全开放
成品油零售经营资格审批行政许可信息,资源环境,月度,项目名称﹑许可内容﹑行政相对人﹑许可机关,全省,2016-08-30,2016-08-30,462,1005,完全开放
种植业无公害农产品认证信息,卫生健康,月度,申请人名称、证书标号、种植业、无公害,全省,2016-08-30,2016-08-30,315,1071,完全开放
成品油仓储经营资格审核行政许可信息,资源环境,月度,项目名称﹑许可内容﹑行政相对人﹑许可机关,全省,2016-08-30,2016-08-30,2161,1199,完全开放
饲料行政许可证信息,资源环境,月度,证书类别﹑生产许可证号、饲料,全省,2016-08-29,2016-08-29,384,1134,完全开放
兽药生产许可证信息,经济建设,月度,许可证号、GMP证书号、兽药,全省,2016-08-29,2017-04-20,218,1131,完全开放
农业标准信息,教育科技,年度,标准名称、标准号、主管部门、采标,全省,2016-08-29,2016-12-09,277,1077,完全开放
绿色农产品认证信息,卫生健康,月度,企业名称、标志编号、绿色农产品、商标,全省,2016-08-29,2016-08-30,252,1097,完全开放
广东省中绿华夏有机农产品认证信息,经济建设,月度,企业名称、标志编号、有机农产品,全省,2016-08-29,2016-08-29,332,1289,完全开放
肥料登记信息,资源环境,月度,企业名称﹑登记证号、肥料,全省,2016-08-29,2016-08-29,380,1123,完全开放
畜牧业无公害农产品认证信息,卫生健康,月度,申请人名称、证书编号、畜牧业、无公害,全省,2016-08-29,2016-08-30,261,919,完全开放
农产品地理标志登记产品信息,资源环境,月度,产品名称、所在地域、申请人、地理标志,全省,2016-08-29,2016-08-29,365,1163,完全开放

